#date_dd/MM/yyyy,time,latitude,longitude,depth,heading,pitch,roll
10/02/2024,19:33:46,0.000228144,0.000208190,-0.137953162,-0.000000605,0.000001210,0.000000000
10/02/2024,19:33:46,0.000228144,0.000207628,-0.137953162,-0.000000624,0.000001249,0.000000000
10/02/2024,19:33:46,0.000228144,0.000206689,-0.137953162,-0.000000657,0.000001313,0.000000000
10/02/2024,19:33:46,0.000228144,0.000205939,-0.137953162,-0.000000682,0.000001365,0.000000000
10/02/2024,19:33:46,0.000228144,0.000204813,-0.137953162,-0.000000721,0.000001442,0.000000000
10/02/2024,19:33:46,0.000228177,0.000204095,-0.137953222,-0.000000745,0.000001490,0.000000000
10/02/2024,19:33:46,0.000228424,0.000203404,-0.137953222,-0.000000764,0.000001528,0.000000000
10/02/2024,19:33:46,0.000229068,0.000202734,-0.137953222,-0.000000779,0.000001557,0.000000000
10/02/2024,19:33:47,0.000229547,0.000202463,-0.137953222,-0.000000783,0.000001566,0.000000000
10/02/2024,19:33:47,0.000230229,0.000202206,-0.137953222,-0.000000787,0.000001573,0.000000000
10/02/2024,19:33:47,0.000230824,0.000202051,-0.137953222,-0.000000788,0.000001577,0.000000000
10/02/2024,19:33:47,0.000231615,0.000201903,-0.137953222,-0.000000790,0.000001580,0.000000000
10/02/2024,19:33:47,0.000232615,0.000201778,-0.137953222,-0.000000791,0.000001581,0.000000000
10/02/2024,19:33:47,0.000233304,0.000201716,-0.137953222,-0.000000791,0.000001582,0.000000000
10/02/2024,19:33:47,0.000234720,0.000201631,-0.137953222,-0.000000791,0.000001583,0.000000000
10/02/2024,19:33:47,0.000235441,0.000201602,-0.137953222,-0.000000792,0.000001583,0.000000000
10/02/2024,19:33:47,0.000236535,0.000201569,-0.137953222,-0.000000792,0.000001583,0.000000000
10/02/2024,19:33:47,0.000237270,0.000201554,-0.137953222,-0.000000792,0.000001583,0.000000000
10/02/2024,19:33:48,0.000238193,0.000201539,-0.137953222,-0.000000792,0.000001583,0.000000000
10/02/2024,19:33:48,0.000239306,0.000201526,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:48,0.000239864,0.000201521,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:48,0.000240610,0.000201516,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:48,0.000241730,0.000201510,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:48,0.000242478,0.000201508,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:48,0.000243975,0.000201504,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:48,0.000244724,0.000201502,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:48,0.000245286,0.000201501,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:48,0.000246411,0.000201500,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:49,0.000247536,0.000201499,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:49,0.000248661,0.000201499,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:49,0.000249412,0.000201499,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:49,0.000249975,0.000201498,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:49,0.000251100,0.000201498,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:49,0.000251851,0.000201498,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:49,0.000253352,0.000201498,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:49,0.000253727,0.000201498,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:49,0.000254853,0.000201498,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:49,0.000255603,0.000201498,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:50,0.000256729,0.000201498,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:50,0.000257480,0.000201498,-0.137953222,-0.000000792,0.000001584,0.000000000
10/02/2024,19:33:50,0.000258981,0.000201498,-0.137953222,-0.000000792,0.000001584,0.000000000
